BVP,time,values
E4_Bvp,"1641384902,50198","-16,62911"
E4_Bvp,"1641384902,51761","-21,90368"
E4_Bvp,"1641384902,53324","-26,15259"
E4_Bvp,"1641384902,54886","-28,54616"
E4_Bvp,"1641384902,56449","-28,41805"
E4_Bvp,"1641384902,58011","-25,50332"
E4_Bvp,"1641384902,59574","-20,07236"
E4_Bvp,"1641384902,61137","-12,90614"
E4_Bvp,"1641384902,62699","-5,061724"
E4_Bvp,"1641384902,64262","2,435476"
E4_Bvp,"1641384902,65824","8,886542"
E4_Bvp,"1641384902,67387","14,01235"
E4_Bvp,"1641384902,68949","17,85354"
E4_Bvp,"1641384902,70512","20,59569"
E4_Bvp,"1641384902,72075","22,40488"
E4_Bvp,"1641384902,73637","23,36344"
E4_Bvp,"1641384902,752","23,52826"
E4_Bvp,"1641384902,76762","23,02136"
E4_Bvp,"1641384902,78325","22,05961"
E4_Bvp,"1641384902,79887","20,97833"
E4_Bvp,"1641384902,8145","20,07519"
E4_Bvp,"1641384902,83013","19,54768"
E4_Bvp,"1641384902,84575","19,34758"
E4_Bvp,"1641384902,86138","19,26096"
E4_Bvp,"1641384902,877","18,96762"
E4_Bvp,"1641384902,89263","18,15214"
E4_Bvp,"1641384902,90825","16,64285"
E4_Bvp,"1641384902,92388","14,43731"
E4_Bvp,"1641384902,93951","11,75902"
E4_Bvp,"1641384902,95513","8,932223"
E4_Bvp,"1641384902,97076","6,265711"
E4_Bvp,"1641384902,98638","3,87749"
E4_Bvp,"1641384903,00201","1,633811"
E4_Bvp,"1641384903,01763","-0,720686"
E4_Bvp,"1641384903,03326","-3,454854"
E4_Bvp,"1641384903,04889","-6,734165"
E4_Bvp,"1641384903,06451","-10,56622"
E4_Bvp,"1641384903,08014","-14,8689"
E4_Bvp,"1641384903,09576","-19,44886"
E4_Bvp,"1641384903,11139","-23,9368"
E4_Bvp,"1641384903,12701","-27,78815"
E4_Bvp,"1641384903,14264","-30,23244"
E4_Bvp,"1641384903,15827","-30,51802"
E4_Bvp,"1641384903,17389","-28,11543"
E4_Bvp,"1641384903,18952","-22,98282"
E4_Bvp,"1641384903,20514","-15,68313"
E4_Bvp,"1641384903,22077","-7,259974"
E4_Bvp,"1641384903,23639","1,015875"
E4_Bvp,"1641384903,25202","8,128819"
E4_Bvp,"1641384903,26765","13,51221"
E4_Bvp,"1641384903,28327","17,15007"
E4_Bvp,"1641384903,2989","19,40886"
E4_Bvp,"1641384903,31452","20,72981"
E4_Bvp,"1641384903,33015","21,46704"
E4_Bvp,"1641384903,34577","21,7903"
E4_Bvp,"1641384903,3614","21,73652"
E4_Bvp,"1641384903,37703","21,33492"
E4_Bvp,"1641384903,39265","20,67968"
E4_Bvp,"1641384903,40828","19,95757"
E4_Bvp,"1641384903,4239","19,37263"
E4_Bvp,"1641384903,43953","19,06191"
E4_Bvp,"1641384903,45515","18,98092"
E4_Bvp,"1641384903,47078","18,90552"
E4_Bvp,"1641384903,48641","18,53406"
