BVP,time,values
E4_Bvp,"1647608889,9336","8,609833"
E4_Bvp,"1647608889,94922","6,788727"
E4_Bvp,"1647608889,96485","5,859344"
E4_Bvp,"1647608889,98047","5,457611"
E4_Bvp,"1647608889,9961","4,895081"
E4_Bvp,"1647608890,01173","3,560577"
E4_Bvp,"1647608890,02735","1,173584"
E4_Bvp,"1647608890,04298","-2,096832"
E4_Bvp,"1647608890,0586","-5,684021"
E4_Bvp,"1647608890,07423","-9,005127"
E4_Bvp,"1647608890,08985","-11,70096"
E4_Bvp,"1647608890,10548","-13,83987"
E4_Bvp,"1647608890,12111","-15,79776"
E4_Bvp,"1647608890,13673","-18,01422"
E4_Bvp,"1647608890,15236","-20,68704"
E4_Bvp,"1647608890,16798","-23,71902"
E4_Bvp,"1647608890,18361","-26,77408"
E4_Bvp,"1647608890,19923","-29,4079"
E4_Bvp,"1647608890,21486","-31,23206"
E4_Bvp,"1647608890,23049","-31,85223"
E4_Bvp,"1647608890,24611","-30,84857"
E4_Bvp,"1647608890,26174","-27,80984"
E4_Bvp,"1647608890,27736","-22,47672"
E4_Bvp,"1647608890,29299","-14,97284"
E4_Bvp,"1647608890,30861","-5,97879"
E4_Bvp,"1647608890,32424","3,412872"
E4_Bvp,"1647608890,33987","11,95462"
E4_Bvp,"1647608890,35549","18,65375"
E4_Bvp,"1647608890,37112","23,01901"
E4_Bvp,"1647608890,38674","25,15347"
E4_Bvp,"1647608890,40237","25,4794"
E4_Bvp,"1647608890,41799","24,47946"
E4_Bvp,"1647608890,43362","22,55392"
E4_Bvp,"1647608890,44925","19,93353"
E4_Bvp,"1647608890,46487","16,8703"
E4_Bvp,"1647608890,4805","13,71931"
E4_Bvp,"1647608890,49612","10,91725"
E4_Bvp,"1647608890,51175","8,845001"
E4_Bvp,"1647608890,52737","7,675598"
E4_Bvp,"1647608890,543","7,161041"
E4_Bvp,"1647608890,55863","6,700836"
E4_Bvp,"1647608890,57425","5,580292"
E4_Bvp,"1647608890,58988","3,286407"
E4_Bvp,"1647608890,6055","-0,1929474"
E4_Bvp,"1647608890,62113","-4,382858"
E4_Bvp,"1647608890,63675","-8,57753"
E4_Bvp,"1647608890,65238","-12,16396"
E4_Bvp,"1647608890,66801","-14,94516"
E4_Bvp,"1647608890,68363","-17,19928"
E4_Bvp,"1647608890,69926","-19,48813"
E4_Bvp,"1647608890,71488","-22,34973"
E4_Bvp,"1647608890,73051","-26,06982"
E4_Bvp,"1647608890,74613","-30,38672"
E4_Bvp,"1647608890,76176","-34,58487"
E4_Bvp,"1647608890,77739","-37,63667"
E4_Bvp,"1647608890,79301","-38,50041"
E4_Bvp,"1647608890,80864","-36,44008"
E4_Bvp,"1647608890,82426","-31,27376"
E4_Bvp,"1647608890,83989","-23,55222"
E4_Bvp,"1647608890,85551","-14,31363"
E4_Bvp,"1647608890,87114","-4,935898"
E4_Bvp,"1647608890,88677","3,446899"
E4_Bvp,"1647608890,90239","10,21188"
E4_Bvp,"1647608890,91802","15,30331"
E4_Bvp,"1647608890,93364","19,04851"
E4_Bvp,"1647608890,94927","21,76524"
E4_Bvp,"1647608890,96489","23,59874"
E4_Bvp,"1647608890,98052","24,44441"
E4_Bvp,"1647608890,99615","24,19258"
E4_Bvp,"1647608891,01177","22,9368"
E4_Bvp,"1647608891,0274","21,12288"
E4_Bvp,"1647608891,04302","19,35342"
E4_Bvp,"1647608891,05865","18,15852"
E4_Bvp,"1647608891,07427","17,70813"
E4_Bvp,"1647608891,0899","17,67047"
E4_Bvp,"1647608891,10553","17,42421"
E4_Bvp,"1647608891,12115","16,25899"
E4_Bvp,"1647608891,13678","13,79689"
E4_Bvp,"1647608891,1524","10,08669"
E4_Bvp,"1647608891,16803","5,617233"
E4_Bvp,"1647608891,18365","1,035217"
E4_Bvp,"1647608891,19928","-3,14653"
E4_Bvp,"1647608891,21491","-6,714996"
E4_Bvp,"1647608891,23053","-9,917038"
E4_Bvp,"1647608891,24616","-13,18695"
E4_Bvp,"1647608891,26178","-17,0641"
E4_Bvp,"1647608891,27741","-21,77882"
E4_Bvp,"1647608891,29303","-27,16014"
E4_Bvp,"1647608891,30866","-32,51869"
E4_Bvp,"1647608891,32429","-36,73067"
E4_Bvp,"1647608891,33991","-38,54025"
E4_Bvp,"1647608891,35554","-36,86882"
E4_Bvp,"1647608891,37116","-31,3139"
E4_Bvp,"1647608891,38679","-22,34666"
E4_Bvp,"1647608891,40241","-11,2686"
E4_Bvp,"1647608891,41804","0,2354736"
E4_Bvp,"1647608891,43367","10,56877"
E4_Bvp,"1647608891,44929","18,76907"
E4_Bvp,"1647608891,46492","24,65442"
E4_Bvp,"1647608891,48054","28,68187"
E4_Bvp,"1647608891,49617","31,52361"
E4_Bvp,"1647608891,51179","33,7121"
E4_Bvp,"1647608891,52742","35,50975"
E4_Bvp,"1647608891,54305","36,8521"
E4_Bvp,"1647608891,55867","37,66382"
E4_Bvp,"1647608891,5743","37,90907"
E4_Bvp,"1647608891,58992","37,66443"
E4_Bvp,"1647608891,60555","37,06149"
E4_Bvp,"1647608891,62117","36,13074"
E4_Bvp,"1647608891,6368","34,82458"
E4_Bvp,"1647608891,65243","33,00227"
E4_Bvp,"1647608891,66805","30,62833"
E4_Bvp,"1647608891,68368","27,74277"
E4_Bvp,"1647608891,6993","24,48817"
E4_Bvp,"1647608891,71493","20,97202"
E4_Bvp,"1647608891,73056","17,23186"
E4_Bvp,"1647608891,74618","13,23895"
E4_Bvp,"1647608891,76181","8,915771"
E4_Bvp,"1647608891,77743","4,277649"
E4_Bvp,"1647608891,79306","-0,5787201"
E4_Bvp,"1647608891,80868","-5,447937"
E4_Bvp,"1647608891,82431","-10,08017"
E4_Bvp,"1647608891,83994","-14,25816"
E4_Bvp,"1647608891,85556","-17,84161"
E4_Bvp,"1647608891,87119","-20,75246"
E4_Bvp,"1647608891,88681","-23,01616"
E4_Bvp,"1647608891,90244","-24,84521"
E4_Bvp,"1647608891,91806","-26,57787"
E4_Bvp,"1647608891,93369","-28,68518"
E4_Bvp,"1647608891,94932","-31,49138"
E4_Bvp,"1647608891,96494","-34,888"
E4_Bvp,"1647608891,98057","-38,11113"
E4_Bvp,"1647608891,99619","-39,94316"
E4_Bvp,"1647608892,01182","-39,0475"
E4_Bvp,"1647608892,02744","-34,54088"
E4_Bvp,"1647608892,04307","-26,50571"
E4_Bvp,"1647608892,0587","-15,99715"
E4_Bvp,"1647608892,07432","-4,691315"
E4_Bvp,"1647608892,08995","5,651184"
E4_Bvp,"1647608892,10557","13,80972"
E4_Bvp,"1647608892,1212","19,37845"
E4_Bvp,"1647608892,13682","22,64941"
E4_Bvp,"1647608892,15245","24,34271"
E4_Bvp,"1647608892,16808","25,17502"
E4_Bvp,"1647608892,1837","25,58543"
E4_Bvp,"1647608892,19933","25,75658"
E4_Bvp,"1647608892,21495","25,66121"
E4_Bvp,"1647608892,23058","25,2549"
E4_Bvp,"1647608892,2462","24,59268"
E4_Bvp,"1647608892,26183","23,78465"
E4_Bvp,"1647608892,27746","22,97609"
E4_Bvp,"1647608892,29308","22,24246"
E4_Bvp,"1647608892,30871","21,51176"
E4_Bvp,"1647608892,32433","20,56053"
E4_Bvp,"1647608892,33996","19,15979"
E4_Bvp,"1647608892,35558","17,1485"
E4_Bvp,"1647608892,37121","14,55411"
E4_Bvp,"1647608892,38684","11,61713"
E4_Bvp,"1647608892,40246","8,626312"
E4_Bvp,"1647608892,41809","5,753662"
E4_Bvp,"1647608892,43371","2,944077"
E4_Bvp,"1647608892,44934","-0,007659912"
E4_Bvp,"1647608892,46496","-3,318649"
E4_Bvp,"1647608892,48059","-6,917038"
E4_Bvp,"1647608892,49622","-10,43312"
E4_Bvp,"1647608892,51184","-13,39038"
E4_Bvp,"1647608892,52747","-15,48579"
E4_Bvp,"1647608892,54309","-16,82542"
E4_Bvp,"1647608892,55872","-17,93839"
E4_Bvp,"1647608892,57434","-19,5092"
E4_Bvp,"1647608892,58997","-22,06367"
E4_Bvp,"1647608892,6056","-25,73639"
E4_Bvp,"1647608892,62122","-30,14111"
E4_Bvp,"1647608892,63685","-34,52049"
E4_Bvp,"1647608892,65247","-37,85207"
E4_Bvp,"1647608892,6681","-39,12354"
E4_Bvp,"1647608892,68372","-37,53091"
E4_Bvp,"1647608892,69935","-32,71526"
E4_Bvp,"1647608892,71498","-24,93604"
E4_Bvp,"1647608892,7306","-15,17885"
E4_Bvp,"1647608892,74623","-4,883499"
E4_Bvp,"1647608892,76185","4,416672"
E4_Bvp,"1647608892,77748","11,61551"
E4_Bvp,"1647608892,7931","16,36958"
E4_Bvp,"1647608892,80873","19,07262"
E4_Bvp,"1647608892,82436","20,52551"
E4_Bvp,"1647608892,83998","21,47505"
E4_Bvp,"1647608892,85561","22,29233"
E4_Bvp,"1647608892,87123","22,93919"
E4_Bvp,"1647608892,88686","23,19958"
E4_Bvp,"1647608892,90248","22,9747"
E4_Bvp,"1647608892,91811","22,39655"
E4_Bvp,"1647608892,93374","21,78874"
E4_Bvp,"1647608892,94936","21,48222"
E4_Bvp,"1647608892,96499","21,59804"
E4_Bvp,"1647608892,98061","21,91226"
E4_Bvp,"1647608892,99624","21,97784"
E4_Bvp,"1647608893,01186","21,33832"
E4_Bvp,"1647608893,02749","19,70493"
E4_Bvp,"1647608893,04312","17,08975"
E4_Bvp,"1647608893,05874","13,75749"
E4_Bvp,"1647608893,07437","10,06006"
E4_Bvp,"1647608893,08999","6,299805"
E4_Bvp,"1647608893,10562","2,646896"
E4_Bvp,"1647608893,12124","-0,8356781"
E4_Bvp,"1647608893,13687","-4,208313"
E4_Bvp,"1647608893,1525","-7,460052"
E4_Bvp,"1647608893,16812","-10,55058"
E4_Bvp,"1647608893,18375","-13,39835"
E4_Bvp,"1647608893,19937","-15,96507"
E4_Bvp,"1647608893,215","-18,28433"
E4_Bvp,"1647608893,23062","-20,63449"
E4_Bvp,"1647608893,24625","-23,36066"
