window_start_sec,window_end_sec,n_samples,values_mean,values_median,values_std,values_min,values_max,values_mode
0.0,10.0,640,-0.33174711515625,4.8738905,27.764785173414367,-67.17487,66.94226,-67.17487
10.0,20.0,640,-0.17571976460937502,5.388605,25.454946668898163,-80.42021,60.28093,-80.42021
20.0,30.0,640,0.5630643176562499,6.654323,23.360190775039378,-67.27478,46.76928,-67.27478
30.0,40.0,640,0.05190878595312502,5.852829,21.980970659516235,-55.77504,41.5676,-55.77504
40.0,50.0,640,-0.017865695453124976,4.9213450000000005,21.51171791850669,-53.90775,43.65053,-53.90775
50.0,60.0,640,-0.004478379109374967,4.576994,21.13192428554358,-48.83222,40.28978,-48.83222
60.0,70.0,640,-0.5743028206874998,3.051502,20.125611611606836,-59.93874,41.1674,-59.93874
70.0,80.0,640,0.5872389329687501,3.660536,19.412931535088667,-43.61969,33.8584,-43.61969
80.0,90.0,640,-0.362636842671875,3.7477295,18.190503073613357,-49.01011,33.37178,-49.01011
90.0,100.0,331,2.2883666384848484,5.033875,18.326881939275502,-35.32384,36.41072,-32.97173
