ACC,time,x,y,z
E4_Acc,"1649403020,85577",35,-32,43.0
E4_Acc,"1649403020,88703",35,-32,44.0
E4_Acc,"1649403020,91828",35,-32,44.0
E4_Acc,"1649403020,94953",35,-32,43.0
E4_Acc,"1649403020,98078",35,-32,44.0
E4_Acc,"1649403021,01203",35,-32,44.0
E4_Acc,"1649403021,04328",35,-32,44.0
E4_Acc,"1649403021,07453",35,-32,44.0
E4_Acc,"1649403021,10579",35,-32,44.0
E4_Acc,"1649403021,13704",35,-32,43.0
E4_Acc,"1649403021,16829",35,-32,43.0
E4_Acc,"1649403021,19954",35,-32,43.0
E4_Acc,"1649403021,23079",35,-32,44.0
E4_Acc,"1649403021,26204",35,-32,44.0
E4_Acc,"1649403021,29329",35,-32,43.0
E4_Acc,"1649403021,32455",35,-32,43.0
E4_Acc,"1649403021,3558",35,-32,43.0
E4_Acc,"1649403021,38705",35,-32,44.0
E4_Acc,"1649403021,4183",35,-32,43.0
E4_Acc,"1649403021,44955",35,-32,43.0
E4_Acc,"1649403021,4808",35,-32,44.0
E4_Acc,"1649403021,51205",35,-32,43.0
E4_Acc,"1649403021,54331",35,-32,43.0
E4_Acc,"1649403021,57456",35,-32,44.0
E4_Acc,"1649403021,60581",35,-32,43.0
E4_Acc,"1649403021,63706",35,-32,43.0
E4_Acc,"1649403021,66831",35,-32,43.0
E4_Acc,"1649403021,69956",35,-32,44.0
E4_Acc,"1649403021,73081",35,-32,43.0
E4_Acc,"1649403021,76207",35,-32,44.0
E4_Acc,"1649403021,79332",35,-32,44.0
E4_Acc,"1649403021,82457",35,-32,44.0
E4_Acc,"1649403021,85582",35,-32,43.0
E4_Acc,"1649403021,88707",35,-32,44.0
E4_Acc,"1649403021,91832",35,-32,44.0
E4_Acc,"1649403021,94957",35,-32,44.0
E4_Acc,"1649403021,98083",35,-32,43.0
E4_Acc,"1649403022,01208",35,-32,44.0
E4_Acc,"1649403022,04333",35,-32,44.0
E4_Acc,"1649403022,07458",35,-32,44.0
E4_Acc,"1649403022,10583",35,-32,44.0
E4_Acc,"1649403022,13708",35,-32,44.0
E4_Acc,"1649403022,16833",35,-32,43.0
E4_Acc,"1649403022,19959",35,-32,43.0
E4_Acc,"1649403022,23084",35,-32,43.0
E4_Acc,"1649403022,26209",35,-32,44.0
E4_Acc,"1649403022,29334",35,-32,43.0
E4_Acc,"1649403022,32459",35,-32,43.0
E4_Acc,"1649403022,35584",35,-32,44.0
E4_Acc,"1649403022,38709",35,-32,44.0
E4_Acc,"1649403022,41835",35,-32,44.0
E4_Acc,"1649403022,4496",35,-32,43.0
E4_Acc,"1649403022,48085",35,-32,43.0
E4_Acc,"1649403022,5121",35,-32,44.0
E4_Acc,"1649403022,54335",35,-32,43.0
E4_Acc,"1649403022,5746",35,-31,44.0
E4_Acc,"1649403022,60585",35,-32,44.0
E4_Acc,"1649403022,63711",35,-32,43.0
E4_Acc,"1649403022,66836",35,-32,43.0
E4_Acc,"1649403022,69961",35,-32,44.0
E4_Acc,"1649403022,73086",35,-32,44.0
E4_Acc,"1649403022,76211",35,-32,43.0
E4_Acc,"1649403022,79336",35,-32,43.0
E4_Acc,"1649403022,82462",35,-32,44.0
E4_Acc,"1649403022,85587",35,-32,44.0
E4_Acc,"1649403022,88712",35,-32,44.0
E4_Acc,"1649403022,91837",35,-32,44.0
E4_Acc,"1649403022,94962",35,-32,43.0
E4_Acc,"1649403022,98087",35,-32,43.0
E4_Acc,"1649403023,01212",35,-32,43.0
E4_Acc,"1649403023,04338",35,-31,44.0
E4_Acc,"1649403023,07463",35,-31,43.0
E4_Acc,"1649403023,10588",35,-32,43.0
E4_Acc,"1649403023,13713",35,-32,43.0
E4_Acc,"1649403023,16838",35,-31,43.0
E4_Acc,"1649403023,19963",35,-32,44.0
E4_Acc,"1649403023,23088",35,-31,43.0
E4_Acc,"1649403023,26214",35,-32,44.0
E4_Acc,"1649403023,29339",35,-32,44.0
E4_Acc,"1649403023,32464",35,-31,44.0
E4_Acc,"1649403023,35589",35,-32,43.0
E4_Acc,"1649403023,38714",35,-32,43.0
E4_Acc,"1649403023,41839",35,-32,43.0
E4_Acc,"1649403023,44964",35,-32,43.0
E4_Acc,"1649403023,4809",35,-32,43.0
E4_Acc,"1649403023,51215",35,-32,44.0
E4_Acc,"1649403023,5434",35,-31,44.0
E4_Acc,"1649403023,57465",35,-32,44.0
E4_Acc,"1649403023,6059",35,-32,44.0
E4_Acc,"1649403023,63715",35,-32,43.0
E4_Acc,"1649403023,6684",35,-32,44.0
E4_Acc,"1649403023,69966",35,-32,44.0
E4_Acc,"1649403023,73091",34,-32,44.0
E4_Acc,"1649403023,76216",35,-32,44.0
E4_Acc,"1649403023,79341",35,-32,44.0
E4_Acc,"1649403023,82466",35,-32,44.0
E4_Acc,"1649403023,85591",35,-32,44.0
E4_Acc,"1649403023,88716",35,-31,44.0
E4_Acc,"1649403023,91842",35,-31,43.0
E4_Acc,"1649403023,94967",35,-32,44.0
E4_Acc,"1649403023,98092",35,-32,44.0
E4_Acc,"1649403024,01217",35,-32,44.0
E4_Acc,"1649403024,04342",35,-32,44.0
E4_Acc,"1649403024,07467",35,-31,44.0
E4_Acc,"1649403024,10592",35,-32,43.0
